,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER
103337,2,220.99,110.5,5.99,3,27-Nov-20,01-Apr-21,62.5,207
103413,4,220.98,55.25,10.98,2.75,29-Mar-21,01-Apr-21,0.75,207
103426,2,220.98,110.49,10.98,5.49,09-Feb-21,01-Apr-21,25.5,207
103584,2,220.48,110.24,10.98,5.49,17-Apr-20,01-Apr-21,174.5,207
103695,3,220.09,73.36,4.99,1.66,01-Apr-21,01-Apr-21,0,207
103723,2,220.08,110.04,11.98,5.99,17-Mar-21,01-Apr-21,7.5,207
104291,2,219.19,109.6,4.99,2.5,01-Apr-21,01-Apr-21,0,207
104687,4,218.46,54.62,21.96,5.49,20-Apr-20,01-Apr-21,86.5,207
104883,2,217.98,108.99,9.98,4.99,25-Sep-20,01-Apr-21,94,207
105142,2,217.08,108.54,10.98,5.49,26-May-20,01-Apr-21,155,207
105144,2,217.08,108.54,10.98,5.49,15-Jun-20,01-Apr-21,145,207
105720,3,215.98,71.99,9.98,3.33,22-Mar-21,01-Apr-21,3.33,207
106173,1,215,215,0,0,01-Apr-21,01-Apr-21,0,207
106181,1,215,215,0,0,01-Apr-21,01-Apr-21,0,207
106711,3,213.98,71.33,9.98,3.33,07-May-20,01-Apr-21,109.67,207
106888,2,213.48,106.74,11.98,5.99,01-Oct-18,01-Apr-21,456.5,207
107058,1,212.99,212.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
107081,3,212.99,71,6.99,2.33,19-Jun-19,01-Apr-21,217.33,207
107172,3,212.97,70.99,14.97,4.99,27-Mar-18,01-Apr-21,367,207
107281,2,212.49,106.25,4.99,2.5,25-Mar-21,01-Apr-21,3.5,207
107341,3,212.37,70.79,17.97,5.99,27-Mar-21,01-Apr-21,1.67,207
107689,2,211.48,105.74,11.98,5.99,14-Dec-19,01-Apr-21,237,207
107699,6,211.46,35.24,20.96,3.49,06-Dec-20,01-Apr-21,19.33,207
107744,1,211.19,211.19,5.99,5.99,01-Apr-21,01-Apr-21,0,207
107753,2,211.18,105.59,11.98,5.99,13-Mar-21,01-Apr-21,9.5,207
107838,2,210.99,105.5,5.99,3,15-Nov-19,01-Apr-21,251.5,207
107898,1,210.99,210.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
107929,2,210.98,105.49,10.98,5.49,07-Feb-21,01-Apr-21,26.5,207
107989,2,210.98,105.49,10.98,5.49,26-Mar-21,01-Apr-21,3,207
108610,3,209.98,69.99,9.98,3.33,25-Dec-20,01-Apr-21,32.33,207
108958,3,209,69.67,0,0,01-Apr-21,01-Apr-21,0,207
109078,5,208.98,41.8,4.98,1,01-Apr-21,01-Apr-21,0,207
109234,2,208.49,104.25,4.99,2.5,01-Apr-21,01-Apr-21,0,207
109388,2,208.18,104.09,11.98,5.99,10-Jul-20,01-Apr-21,132.5,207
109655,1,207.49,207.49,4.99,4.99,01-Apr-21,01-Apr-21,0,207
109787,2,207.18,103.59,10.98,5.49,30-Nov-20,01-Apr-21,61,207
109973,3,206.98,68.99,10.98,3.66,30-Mar-21,01-Apr-21,0.67,207
110060,2,206.59,103.3,4.99,2.5,01-Apr-21,01-Apr-21,0,207
110077,3,206.58,68.86,11.98,3.99,30-Mar-21,01-Apr-21,0.67,207
110173,3,206.18,68.73,9.98,3.33,05-Apr-20,01-Apr-21,120.33,207
110231,4,206.08,51.52,10.98,2.75,21-Jun-18,01-Apr-21,253.75,207
110302,1,205.99,205.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
110426,2,205.98,102.99,10.98,5.49,12-Dec-20,01-Apr-21,55,207
110445,2,205.98,102.99,10.98,5.49,17-Dec-18,01-Apr-21,418,207
110742,2,205,102.5,0,0,01-Apr-21,01-Apr-21,0,207
110807,2,205,102.5,0,0,01-Apr-21,01-Apr-21,0,207
110812,2,205,102.5,0,0,01-Apr-21,01-Apr-21,0,207
111242,3,204.49,68.16,5.99,2,01-Apr-21,01-Apr-21,0,207
111558,1,203.99,203.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
111749,1,203.59,203.59,5.99,5.99,01-Apr-21,01-Apr-21,0,207
111991,1,202.99,202.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
112352,2,202.08,101.04,9.98,4.99,30-Dec-20,01-Apr-21,46,207
112849,3,201.07,67.02,14.97,4.99,30-Jun-20,01-Apr-21,91.67,207
112911,2,200.99,100.5,4.99,2.5,28-Mar-21,01-Apr-21,2,207
112914,3,200.99,67,4.99,1.66,30-Nov-20,01-Apr-21,40.67,207
113219,3,200.98,66.99,9.98,3.33,19-Sep-17,01-Apr-21,430,207
113673,2,200,100,0,0,01-Apr-21,01-Apr-21,0,207
113848,1,199.99,199.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
113887,1,199.99,199.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
114293,1,199.59,199.59,5.99,5.99,01-Apr-21,01-Apr-21,0,207
114342,2,199.48,99.74,9.98,4.99,23-Mar-21,01-Apr-21,4.5,207
114540,2,198.99,99.5,4.99,2.5,01-Apr-21,01-Apr-21,0,207
114982,6,197.98,33,9.98,1.66,01-Dec-20,01-Apr-21,20.17,207
115101,2,197.59,98.8,4.99,2.5,01-Apr-21,01-Apr-21,0,207
115847,1,195.99,195.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
115960,2,195.98,97.99,10.98,5.49,12-Mar-21,01-Apr-21,10,207
115982,4,195.97,48.99,17.97,4.49,12-Jul-19,01-Apr-21,157.25,207
116130,2,195.48,97.74,10.98,5.49,09-Mar-19,01-Apr-21,377,207
116269,1,195,195,0,0,01-Apr-21,01-Apr-21,0,207
116527,2,194.99,97.5,4.99,2.5,28-Mar-21,01-Apr-21,2,207
117167,1,193.99,193.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
117185,2,193.99,97,4.99,2.5,07-May-20,01-Apr-21,164.5,207
117228,1,193.99,193.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
117232,2,193.99,97,4.99,2.5,01-Apr-21,01-Apr-21,0,207
117234,1,193.99,193.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
117324,2,193.98,96.99,9.98,4.99,30-Nov-20,01-Apr-21,61,207
117448,4,193.57,48.39,15.97,3.99,09-Feb-21,01-Apr-21,12.75,207
117564,5,193.18,38.64,9.98,2,13-Dec-20,01-Apr-21,21.8,207
117734,2,192.98,96.49,9.98,4.99,19-May-20,01-Apr-21,158.5,207
117789,3,192.78,64.26,9.98,3.33,23-Nov-20,01-Apr-21,43,207
117912,3,192.18,64.06,9.98,3.33,23-Mar-21,01-Apr-21,3,207
117918,3,192.17,64.06,14.97,4.99,14-Jan-21,01-Apr-21,25.67,207
117938,3,192.08,64.03,9.98,3.33,24-Mar-21,01-Apr-21,2.67,207
117974,2,191.99,96,5.99,3,01-Apr-21,01-Apr-21,0,207
118172,1,191.49,191.49,5.99,5.99,01-Apr-21,01-Apr-21,0,207
118336,1,190.99,190.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
118420,1,190.99,190.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
118568,2,190.98,95.49,10.98,5.49,31-Dec-19,01-Apr-21,228.5,207
118982,2,189.99,95,4.99,2.5,01-Apr-21,01-Apr-21,0,207
119420,4,189.88,47.47,9.98,2.5,27-Dec-20,01-Apr-21,23.75,207
119524,3,189.28,63.09,11.98,3.99,19-Feb-21,01-Apr-21,13.67,207
119613,2,189.08,94.54,9.98,4.99,11-Jan-21,01-Apr-21,40,207
119836,2,188.98,94.49,9.98,4.99,27-Aug-20,01-Apr-21,108.5,207
120098,2,188,94,0,0,01-Apr-21,01-Apr-21,0,207
120398,2,187.08,93.54,10.98,5.49,10-May-20,01-Apr-21,163,207
121209,4,185.97,46.49,15.97,3.99,09-Dec-20,01-Apr-21,28.25,207
121210,3,185.97,61.99,14.97,4.99,13-Jan-21,01-Apr-21,26,207
121418,1,185.09,185.09,5.99,5.99,01-Apr-21,01-Apr-21,0,207
121436,1,185.09,185.09,5.99,5.99,01-Apr-21,01-Apr-21,0,207
121446,2,185.08,92.54,9.98,4.99,08-Feb-21,01-Apr-21,26,207
121511,1,185,185,0,0,01-Apr-21,01-Apr-21,0,207
121542,1,185,185,0,0,01-Apr-21,01-Apr-21,0,207
121655,1,184.99,184.99,9.99,9.99,01-Apr-21,01-Apr-21,0,207
121931,1,184.99,184.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
122016,3,184.98,61.66,9.98,3.33,06-Jan-21,01-Apr-21,28.33,207
122343,1,183.99,183.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
122411,1,183.99,183.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
122441,1,183.99,183.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
122602,2,183.69,91.85,4.99,2.5,01-Apr-21,01-Apr-21,0,207
122667,4,183.39,45.85,4.99,1.25,01-Apr-21,01-Apr-21,0,207
122828,3,182.99,61,5.99,2,03-Feb-18,01-Apr-21,384.33,207
122985,4,182.78,45.7,9.98,2.5,22-Mar-21,01-Apr-21,2.5,207
123089,2,182.48,91.24,9.98,4.99,30-Jan-21,01-Apr-21,30.5,207
123811,3,181.37,60.46,14.97,4.99,09-Oct-20,01-Apr-21,58,207
123884,5,181.17,36.23,13.97,2.79,19-Dec-17,01-Apr-21,239.8,207
124078,2,180.99,90.5,4.99,2.5,01-Apr-21,01-Apr-21,0,207
124217,1,180.99,180.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
124219,2,180.99,90.5,5.99,3,31-Mar-21,01-Apr-21,0.5,207
124385,1,180.99,180.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
124449,1,180.99,180.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
124604,1,180.99,180.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
124606,1,180.99,180.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
124674,1,180.99,180.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
124750,1,180.99,180.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
124779,1,180.99,180.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
124881,2,180.98,90.49,10.98,5.49,05-Jun-19,01-Apr-21,333,207
124903,2,180.98,90.49,10.98,5.49,17-Apr-20,01-Apr-21,174.5,207
124985,4,180.69,45.17,4.99,1.25,01-Apr-21,01-Apr-21,0,207
125021,4,180.57,45.14,15.97,3.99,27-May-20,01-Apr-21,77.25,207
125208,2,180.08,90.04,10.98,5.49,21-Dec-20,01-Apr-21,50.5,207
125405,1,179.99,179.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
125736,1,179.99,179.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
125798,1,179.99,179.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
126064,1,179.99,179.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
126098,1,179.99,179.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
126146,1,179.99,179.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
126409,2,179.98,89.99,9.98,4.99,30-Jan-21,01-Apr-21,30.5,207
126521,3,179.97,59.99,14.97,4.99,03-Feb-21,01-Apr-21,19,207
126603,4,179.58,44.9,9.98,2.5,21-Jul-20,01-Apr-21,63.5,207
126727,3,179.18,59.73,14.93,4.98,11-Jun-15,01-Apr-21,707,207
127307,3,178,59.33,0,0,25-Nov-20,01-Apr-21,42.33,207
127481,3,177.97,59.32,14.97,4.99,12-Apr-20,01-Apr-21,118,207
127658,2,176.99,88.5,5.99,3,01-Apr-21,01-Apr-21,0,207
127671,2,176.99,88.5,5.99,3,01-Apr-21,01-Apr-21,0,207
127953,4,176.57,44.14,14.97,3.74,21-Dec-20,01-Apr-21,25.25,207
128047,3,176.18,58.73,8.98,2.99,08-Jun-18,01-Apr-21,342.67,207
128260,1,175.99,175.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
128373,3,175.98,58.66,10.98,3.66,19-Jun-20,01-Apr-21,95.33,207
128434,2,175.98,87.99,10.98,5.49,07-Jun-20,01-Apr-21,149,207
128622,4,175.37,43.84,16.97,4.24,31-Jan-21,01-Apr-21,15,207
128750,1,175,175,0,0,01-Apr-21,01-Apr-21,0,207
128816,1,175,175,0,0,01-Apr-21,01-Apr-21,0,207
128864,1,175,175,0,0,01-Apr-21,01-Apr-21,0,207
128896,1,175,175,0,0,01-Apr-21,01-Apr-21,0,207
129078,1,175,175,0,0,01-Apr-21,01-Apr-21,0,207
129132,1,175,175,0,0,01-Apr-21,01-Apr-21,0,207
129281,1,175,175,0,0,01-Apr-21,01-Apr-21,0,207
129338,1,175,175,0,0,01-Apr-21,01-Apr-21,0,207
129388,1,175,175,0,0,01-Apr-21,01-Apr-21,0,207
129779,2,174.98,87.49,9.98,4.99,23-Mar-21,01-Apr-21,4.5,207
129913,3,174.48,58.16,10.98,3.66,25-Dec-20,01-Apr-21,32.33,207
130552,2,173.08,86.54,11.98,5.99,06-Nov-18,01-Apr-21,438.5,207
130582,3,172.99,57.66,5.99,2,01-Dec-19,01-Apr-21,162.33,207
130827,2,172.49,86.25,4.99,2.5,04-Feb-21,01-Apr-21,28,207
130942,3,172.18,57.39,10.98,3.66,21-May-20,01-Apr-21,105,207
131116,3,171.98,57.33,10.98,3.66,17-May-19,01-Apr-21,228.33,207
131276,2,171.59,85.8,5.99,3,01-Apr-21,01-Apr-21,0,207
131576,3,170.99,57,5.99,2,14-Jan-20,01-Apr-21,147.67,207
131785,2,170.98,85.49,10.98,5.49,10-Feb-21,01-Apr-21,25,207
132223,1,170,170,0,0,01-Apr-21,01-Apr-21,0,207
132313,3,169.99,56.66,4.99,1.66,01-Apr-21,01-Apr-21,0,207
132458,1,169.99,169.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
133158,2,168.98,84.49,9.98,4.99,10-Mar-20,01-Apr-21,193.5,207
133204,3,168.98,56.33,9.98,3.33,01-Apr-21,01-Apr-21,0,207
133284,2,168.58,84.29,11.98,5.99,31-Mar-21,01-Apr-21,0.5,207
133405,2,168.19,84.1,4.99,2.5,01-Apr-21,01-Apr-21,0,207
133563,3,167.99,56,5.99,2,01-Apr-21,01-Apr-21,0,207
133878,2,167.08,83.54,9.98,4.99,27-Jul-19,01-Apr-21,307,207
134120,3,166.73,55.58,9.98,3.33,31-Oct-20,01-Apr-21,50.67,207
134257,4,166.19,41.55,5.99,1.5,01-Apr-21,01-Apr-21,0,207
134473,2,165.99,83,4.99,2.5,05-Mar-21,01-Apr-21,13.5,207
134486,3,165.99,55.33,4.99,1.66,01-Apr-21,01-Apr-21,0,207
134611,1,165.99,165.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
134825,3,165.58,55.19,11.98,3.99,07-Nov-20,01-Apr-21,48.33,207
134963,3,165.18,55.06,11.98,3.99,12-Dec-18,01-Apr-21,280.33,207
135003,4,165.08,41.27,9.98,2.5,25-Jul-20,01-Apr-21,62.5,207
135020,1,165,165,0,0,01-Apr-21,01-Apr-21,0,207
135192,2,164.99,82.5,5.99,3,01-Apr-21,01-Apr-21,0,207
135201,1,164.99,164.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
135222,2,164.99,82.5,4.99,2.5,23-Aug-20,01-Apr-21,110.5,207
135514,1,164.99,164.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
135520,4,164.99,41.25,4.99,1.25,01-Apr-21,01-Apr-21,0,207
135623,2,164.98,82.49,9.98,4.99,30-Nov-20,01-Apr-21,61,207
135870,1,164.19,164.19,4.99,4.99,01-Apr-21,01-Apr-21,0,207
136162,2,163.98,81.99,9.98,4.99,28-Mar-20,01-Apr-21,184.5,207
136194,2,163.98,81.99,10.98,5.49,15-Mar-21,01-Apr-21,8.5,207
136228,2,163.98,81.99,11.98,5.99,26-Mar-21,01-Apr-21,3,207
136449,1,163.49,163.49,5.99,5.99,01-Apr-21,01-Apr-21,0,207
136688,1,162.99,162.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
136873,2,162.59,81.3,5.99,3,01-Apr-21,01-Apr-21,0,207
136916,1,162.49,162.49,4.99,4.99,01-Apr-21,01-Apr-21,0,207
136933,1,162.49,162.49,4.99,4.99,01-Apr-21,01-Apr-21,0,207
136943,1,162.49,162.49,4.99,4.99,01-Apr-21,01-Apr-21,0,207
136966,1,162.49,162.49,4.99,4.99,01-Apr-21,01-Apr-21,0,207
137181,2,162.18,81.09,10.98,5.49,27-Mar-21,01-Apr-21,2.5,207
137369,1,161.99,161.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
137618,1,161.59,161.59,5.99,5.99,01-Apr-21,01-Apr-21,0,207
137794,5,161.18,32.24,9.98,2,12-Mar-21,01-Apr-21,4,207
137849,2,161.08,80.54,10.98,5.49,25-Mar-20,01-Apr-21,186,207
137929,1,160.99,160.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
138255,2,160.98,80.49,10.98,5.49,25-Mar-21,01-Apr-21,3.5,207
139016,2,159.98,79.99,9.98,4.99,01-Jan-21,01-Apr-21,45,207
139066,3,159.98,53.33,9.98,3.33,30-Jun-19,01-Apr-21,213.67,207
139116,4,159.8,39.95,5,1.25,01-Apr-21,01-Apr-21,0,207
139272,2,159.09,79.55,4.99,2.5,01-Apr-21,01-Apr-21,0,207
139365,1,159,159,0,0,01-Apr-21,01-Apr-21,0,207
139391,1,158.99,158.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
139550,2,158.98,79.49,9.98,4.99,01-Dec-19,01-Apr-21,243.5,207
139880,2,157.99,79,4.99,2.5,01-Apr-21,01-Apr-21,0,207
139908,1,157.99,157.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
140121,3,157.68,52.56,10.98,3.66,17-Feb-21,01-Apr-21,14.33,207
140606,1,156.99,156.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
140625,2,156.99,78.5,4.99,2.5,01-Apr-21,01-Apr-21,0,207
140859,3,156.58,52.19,10.98,3.66,28-Apr-19,01-Apr-21,234.67,207
140991,3,156.17,52.06,14.97,4.99,11-Dec-20,01-Apr-21,37,207
141002,2,156.09,78.05,6.99,3.5,12-Jul-20,01-Apr-21,131.5,207
141346,2,155.98,77.99,9.98,4.99,01-Jun-20,01-Apr-21,152,207
141757,1,155,155,0,0,01-Apr-21,01-Apr-21,0,207
141813,1,155,155,0,0,01-Apr-21,01-Apr-21,0,207
141817,2,155,77.5,0,0,19-Nov-20,01-Apr-21,66.5,207
142095,2,154.99,77.5,5.99,3,13-Feb-20,01-Apr-21,206.5,207
142133,1,154.99,154.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
142170,4,154.99,38.75,4.99,1.25,01-Apr-21,01-Apr-21,0,207
142175,1,154.99,154.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
142298,2,154.98,77.49,10.98,5.49,20-Apr-20,01-Apr-21,173,207
142693,2,154.58,77.29,9.98,4.99,06-Dec-20,01-Apr-21,58,207
142711,1,154.49,154.49,5.99,5.99,01-Apr-21,01-Apr-21,0,207
142729,1,154.49,154.49,5.99,5.99,01-Apr-21,01-Apr-21,0,207
142749,4,154.49,38.62,5.99,1.5,06-Mar-19,01-Apr-21,189.25,207
142929,1,153.99,153.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
143190,1,153.99,153.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
143573,1,153.59,153.59,5.99,5.99,01-Apr-21,01-Apr-21,0,207
143577,1,153.59,153.59,5.99,5.99,01-Apr-21,01-Apr-21,0,207
143636,2,153.49,76.75,4.99,2.5,07-May-20,01-Apr-21,164.5,207
143704,2,153.48,76.74,9.98,4.99,30-May-20,01-Apr-21,153,207
143784,3,153.18,51.06,9.98,3.33,22-Feb-21,01-Apr-21,12.67,207
144082,1,152.99,152.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
144293,5,152.57,30.51,10.97,2.19,01-Feb-21,01-Apr-21,11.8,207
144336,3,152.47,50.82,16.97,5.66,28-Jun-19,01-Apr-21,214.33,207
144395,3,152.19,50.73,4.99,1.66,01-Apr-21,01-Apr-21,0,207
144424,3,152.18,50.73,9.98,3.33,19-Oct-20,01-Apr-21,54.67,207
144903,2,151.18,75.59,10.98,5.49,11-Jan-21,01-Apr-21,40,207
144981,1,150.99,150.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
145308,2,150.98,75.49,10.98,5.49,23-Jan-21,01-Apr-21,34,207
145324,3,150.97,50.32,17.97,5.99,18-Mar-21,01-Apr-21,4.67,207
145451,2,150.48,75.24,9.98,4.99,11-Aug-18,01-Apr-21,482,207
145557,1,150,150,0,0,01-Apr-21,01-Apr-21,0,207
145775,1,149.99,149.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
146005,1,149.99,149.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
146031,2,149.99,75,4.99,2.5,01-Apr-21,01-Apr-21,0,207
146315,3,149.87,49.96,15.97,5.32,28-Mar-21,01-Apr-21,1.33,207
146405,2,149.48,74.74,11.98,5.99,19-Mar-21,01-Apr-21,6.5,207
146422,3,149.38,49.79,10.98,3.66,04-Mar-21,01-Apr-21,9.33,207
146636,2,149,74.5,0,0,02-Jul-20,01-Apr-21,136.5,207
146670,2,148.99,74.5,6.99,3.5,26-Dec-18,01-Apr-21,413.5,207
146755,2,148.99,74.5,4.99,2.5,01-Apr-21,01-Apr-21,0,207
146840,1,148.99,148.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
146869,2,148.99,74.5,4.99,2.5,01-Apr-21,01-Apr-21,0,207
146920,2,148.98,74.49,9.98,4.99,29-Dec-20,01-Apr-21,46.5,207
146963,2,148.98,74.49,9.98,4.99,11-Mar-21,01-Apr-21,10.5,207
146973,2,148.98,74.49,10.98,5.49,25-Nov-20,01-Apr-21,63.5,207
147013,2,148.94,74.47,9.94,4.97,27-Feb-16,01-Apr-21,930,207
147481,3,148.19,49.4,5.99,2,08-Mar-18,01-Apr-21,373.33,207
147528,1,148.09,148.09,4.99,4.99,01-Apr-21,01-Apr-21,0,207
147554,1,148.09,148.09,4.99,4.99,01-Apr-21,01-Apr-21,0,207
147566,2,148.09,74.05,4.99,2.5,14-Mar-21,01-Apr-21,9,207
147580,1,148.09,148.09,4.99,4.99,01-Apr-21,01-Apr-21,0,207
147701,2,147.98,73.99,9.98,4.99,20-Mar-21,01-Apr-21,6,207
147826,3,147.68,49.23,9.98,3.33,20-Feb-21,01-Apr-21,13.33,207
147895,2,147.39,73.7,4.99,2.5,01-Apr-21,01-Apr-21,0,207
147956,2,147.19,73.6,4.99,2.5,01-Apr-21,01-Apr-21,0,207
148004,1,147.09,147.09,4.99,4.99,01-Apr-21,01-Apr-21,0,207
148148,1,146.99,146.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
148290,3,146.88,48.96,10.98,3.66,04-Mar-21,01-Apr-21,9.33,207
148629,1,145.99,145.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
148919,1,145.99,145.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
149181,1,145.99,145.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
149199,3,145.98,48.66,9.98,3.33,05-May-20,01-Apr-21,110.33,207
149390,2,145.49,72.75,4.99,2.5,01-Apr-21,01-Apr-21,0,207
149551,2,145.08,72.54,10.98,5.49,17-Feb-21,01-Apr-21,21.5,207
149631,1,145,145,0,0,01-Apr-21,01-Apr-21,0,207
149651,1,145,145,0,0,01-Apr-21,01-Apr-21,0,207
149767,1,144.99,144.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
149783,1,144.99,144.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
149920,1,144.99,144.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
150075,1,144.99,144.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
150106,1,144.99,144.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
150306,1,144.99,144.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
150400,1,144.99,144.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
150626,1,144.99,144.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
150862,1,144.59,144.59,5.99,5.99,01-Apr-21,01-Apr-21,0,207
150876,1,144.59,144.59,5.99,5.99,01-Apr-21,01-Apr-21,0,207
151074,3,144.28,48.09,11.98,3.99,30-Mar-21,01-Apr-21,0.67,207
151309,1,143.99,143.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
151344,1,143.99,143.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
151360,1,143.99,143.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
151438,1,143.99,143.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
151566,2,143.98,71.99,24.98,12.49,19-Mar-21,01-Apr-21,6.5,207
152177,2,142.48,71.24,11.98,5.99,25-Mar-21,01-Apr-21,3.5,207
152204,2,142.19,71.1,4.99,2.5,10-Nov-20,01-Apr-21,71,207
152206,2,142.19,71.1,5.99,3,06-Nov-19,01-Apr-21,256,207
152589,2,141.98,70.99,11.98,5.99,15-Jul-19,01-Apr-21,313,207
152620,5,141.98,28.4,5.98,1.2,01-Apr-21,01-Apr-21,0,207
153045,1,140.99,140.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
153148,2,140.99,70.5,4.99,2.5,01-Apr-21,01-Apr-21,0,207
153202,1,140.99,140.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
153274,1,140.99,140.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
153554,2,140.49,70.25,5.99,3,04-Jun-20,01-Apr-21,150.5,207
153835,1,140.09,140.09,5.99,5.99,01-Apr-21,01-Apr-21,0,207
153952,1,140,140,0,0,01-Apr-21,01-Apr-21,0,207
154487,1,139.99,139.99,4.99,4.99,01-Apr-21,01-Apr-21,0,207
154950,1,139.09,139.09,4.99,4.99,01-Apr-21,01-Apr-21,0,207
155000,3,139.09,46.36,4.99,1.66,01-Apr-21,01-Apr-21,0,207
155338,2,138.98,69.49,10.98,5.49,18-Feb-21,01-Apr-21,21,207
155485,3,138.48,46.16,9.98,3.33,29-Dec-20,01-Apr-21,31,207
155625,2,138,69,0,0,27-Mar-21,01-Apr-21,2.5,207
155668,1,137.99,137.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
155997,3,137.48,45.83,9.98,3.33,29-Mar-21,01-Apr-21,1,207
156001,2,137.48,68.74,10.98,5.49,28-Mar-20,01-Apr-21,184.5,207
156004,3,137.4,45.8,6,2,01-Apr-21,01-Apr-21,0,207
156022,3,137.37,45.79,17.97,5.99,23-Mar-21,01-Apr-21,3,207
156030,2,137.29,68.65,4.99,2.5,01-Apr-21,01-Apr-21,0,207
156106,2,137.08,68.54,9.98,4.99,26-Jun-18,01-Apr-21,505,207
156593,2,136.49,68.25,5.99,3,16-Mar-20,01-Apr-21,190.5,207
156695,3,136.39,45.46,5.99,2,01-Apr-21,01-Apr-21,0,207
156956,1,135.99,135.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
156965,1,135.99,135.99,5.99,5.99,01-Apr-21,01-Apr-21,0,207
157442,1,135.49,135.49,4.99,4.99,01-Apr-21,01-Apr-21,0,207
157447,3,135.49,45.16,4.99,1.66,01-Apr-21,01-Apr-21,0,207
157491,1,135.49,135.49,4.99,4.99,01-Apr-21,01-Apr-21,0,207
157578,3,135.38,45.13,9.98,3.33,17-May-20,01-Apr-21,106.33,207
